year_month,date,Level,Name,Series,Permits
202412,Dec 2024,City/Other,Forest Park,Multi-Family,0
202501,Jan 2025,City/Other,Forest Park,Multi-Family,0
202502,Feb 2025,City/Other,Forest Park,Multi-Family,0
202503,Mar 2025,City/Other,Forest Park,Multi-Family,0
202504,Apr 2025,City/Other,Forest Park,Multi-Family,0
202505,May 2025,City/Other,Forest Park,Multi-Family,0
202506,Jun 2025,City/Other,Forest Park,Multi-Family,0
202507,Jul 2025,City/Other,Forest Park,Multi-Family,0
202508,Aug 2025,City/Other,Forest Park,Multi-Family,0
202509,Sep 2025,City/Other,Forest Park,Multi-Family,0
202510,Oct 2025,City/Other,Forest Park,Multi-Family,0
202511,Nov 2025,City/Other,Forest Park,Multi-Family,0
202512,Dec 2025,City/Other,Forest Park,Multi-Family,0
202407,Jul 2024,County,Forsyth,Multi-Family,0
202408,Aug 2024,County,Forsyth,Multi-Family,455
202409,Sep 2024,County,Forsyth,Multi-Family,0
202410,Oct 2024,County,Forsyth,Multi-Family,0
202411,Nov 2024,County,Forsyth,Multi-Family,0
202412,Dec 2024,County,Forsyth,Multi-Family,48
202501,Jan 2025,County,Forsyth,Multi-Family,300
202502,Feb 2025,County,Forsyth,Multi-Family,0
202503,Mar 2025,County,Forsyth,Multi-Family,2
202504,Apr 2025,County,Forsyth,Multi-Family,0
202505,May 2025,County,Forsyth,Multi-Family,0
202506,Jun 2025,County,Forsyth,Multi-Family,0
202507,Jul 2025,County,Forsyth,Multi-Family,0
202508,Aug 2025,County,Forsyth,Multi-Family,0
202509,Sep 2025,County,Forsyth,Multi-Family,0
202510,Oct 2025,County,Forsyth,Multi-Family,0
202511,Nov 2025,County,Forsyth,Multi-Family,0
202512,Dec 2025,County,Forsyth,Multi-Family,10
202407,Jul 2024,County,Fulton,Multi-Family,572
202408,Aug 2024,County,Fulton,Multi-Family,370
202409,Sep 2024,County,Fulton,Multi-Family,958
202410,Oct 2024,County,Fulton,Multi-Family,408
202411,Nov 2024,County,Fulton,Multi-Family,561
202412,Dec 2024,County,Fulton,Multi-Family,1403
202501,Jan 2025,County,Fulton,Multi-Family,697
202502,Feb 2025,County,Fulton,Multi-Family,510
202503,Mar 2025,County,Fulton,Multi-Family,671
202504,Apr 2025,County,Fulton,Multi-Family,518
202505,May 2025,County,Fulton,Multi-Family,791
202506,Jun 2025,County,Fulton,Multi-Family,240
202507,Jul 2025,County,Fulton,Multi-Family,515
202508,Aug 2025,County,Fulton,Multi-Family,236
202509,Sep 2025,County,Fulton,Multi-Family,915
202510,Oct 2025,County,Fulton,Multi-Family,531
202511,Nov 2025,County,Fulton,Multi-Family,429
202512,Dec 2025,County,Fulton,Multi-Family,596
202407,Jul 2024,City/Other,Grayson,Multi-Family,0
202408,Aug 2024,City/Other,Grayson,Multi-Family,0
202409,Sep 2024,City/Other,Grayson,Multi-Family,0
202410,Oct 2024,City/Other,Grayson,Multi-Family,0
202411,Nov 2024,City/Other,Grayson,Multi-Family,0
202412,Dec 2024,City/Other,Grayson,Multi-Family,0
202501,Jan 2025,City/Other,Grayson,Multi-Family,0
202502,Feb 2025,City/Other,Grayson,Multi-Family,0
202503,Mar 2025,City/Other,Grayson,Multi-Family,0
202504,Apr 2025,City/Other,Grayson,Multi-Family,0
202505,May 2025,City/Other,Grayson,Multi-Family,0
202506,Jun 2025,City/Other,Grayson,Multi-Family,0
202507,Jul 2025,City/Other,Grayson,Multi-Family,0
202508,Aug 2025,City/Other,Grayson,Multi-Family,0
202509,Sep 2025,City/Other,Grayson,Multi-Family,0
202510,Oct 2025,City/Other,Grayson,Multi-Family,0
202511,Nov 2025,City/Other,Grayson,Multi-Family,0
202512,Dec 2025,City/Other,Grayson,Multi-Family,0
202407,Jul 2024,County,Gwinnett,Multi-Family,6
202408,Aug 2024,County,Gwinnett,Multi-Family,10
202409,Sep 2024,County,Gwinnett,Multi-Family,12
202410,Oct 2024,County,Gwinnett,Multi-Family,3
202411,Nov 2024,County,Gwinnett,Multi-Family,18
202412,Dec 2024,County,Gwinnett,Multi-Family,229
202501,Jan 2025,County,Gwinnett,Multi-Family,20
202502,Feb 2025,County,Gwinnett,Multi-Family,177
202503,Mar 2025,County,Gwinnett,Multi-Family,19
202504,Apr 2025,County,Gwinnett,Multi-Family,307
202505,May 2025,County,Gwinnett,Multi-Family,0
202506,Jun 2025,County,Gwinnett,Multi-Family,14
202507,Jul 2025,County,Gwinnett,Multi-Family,257
202508,Aug 2025,County,Gwinnett,Multi-Family,0
202509,Sep 2025,County,Gwinnett,Multi-Family,87
202510,Oct 2025,County,Gwinnett,Multi-Family,12
202511,Nov 2025,County,Gwinnett,Multi-Family,0
202512,Dec 2025,County,Gwinnett,Multi-Family,144
202407,Jul 2024,City/Other,Hampton,Multi-Family,0
202408,Aug 2024,City/Other,Hampton,Multi-Family,0
202409,Sep 2024,City/Other,Hampton,Multi-Family,0
202410,Oct 2024,City/Other,Hampton,Multi-Family,0
202411,Nov 2024,City/Other,Hampton,Multi-Family,0
202412,Dec 2024,City/Other,Hampton,Multi-Family,0
202501,Jan 2025,City/Other,Hampton,Multi-Family,0
202502,Feb 2025,City/Other,Hampton,Multi-Family,0
202503,Mar 2025,City/Other,Hampton,Multi-Family,0
202504,Apr 2025,City/Other,Hampton,Multi-Family,0
202505,May 2025,City/Other,Hampton,Multi-Family,0
202506,Jun 2025,City/Other,Hampton,Multi-Family,0
202507,Jul 2025,City/Other,Hampton,Multi-Family,0
202508,Aug 2025,City/Other,Hampton,Multi-Family,0
202509,Sep 2025,City/Other,Hampton,Multi-Family,0
202510,Oct 2025,City/Other,Hampton,Multi-Family,0
202511,Nov 2025,City/Other,Hampton,Multi-Family,0
202512,Dec 2025,City/Other,Hampton,Multi-Family,0
202407,Jul 2024,City/Other,Hapeville,Multi-Family,0
202408,Aug 2024,City/Other,Hapeville,Multi-Family,0
202409,Sep 2024,City/Other,Hapeville,Multi-Family,0
202410,Oct 2024,City/Other,Hapeville,Multi-Family,0
202411,Nov 2024,City/Other,Hapeville,Multi-Family,305
202412,Dec 2024,City/Other,Hapeville,Multi-Family,0
202501,Jan 2025,City/Other,Hapeville,Multi-Family,0
202502,Feb 2025,City/Other,Hapeville,Multi-Family,0
202503,Mar 2025,City/Other,Hapeville,Multi-Family,0
202504,Apr 2025,City/Other,Hapeville,Multi-Family,0
202505,May 2025,City/Other,Hapeville,Multi-Family,0
202506,Jun 2025,City/Other,Hapeville,Multi-Family,0
202507,Jul 2025,City/Other,Hapeville,Multi-Family,0
202508,Aug 2025,City/Other,Hapeville,Multi-Family,0
202509,Sep 2025,City/Other,Hapeville,Multi-Family,0
202510,Oct 2025,City/Other,Hapeville,Multi-Family,0
202511,Nov 2025,City/Other,Hapeville,Multi-Family,0
202512,Dec 2025,City/Other,Hapeville,Multi-Family,0
202407,Jul 2024,County,Henry,Multi-Family,0
202408,Aug 2024,County,Henry,Multi-Family,0
202409,Sep 2024,County,Henry,Multi-Family,22
202410,Oct 2024,County,Henry,Multi-Family,23
202411,Nov 2024,County,Henry,Multi-Family,22
202412,Dec 2024,County,Henry,Multi-Family,25
202501,Jan 2025,County,Henry,Multi-Family,30
202502,Feb 2025,County,Henry,Multi-Family,0
202503,Mar 2025,County,Henry,Multi-Family,0
202504,Apr 2025,County,Henry,Multi-Family,0
202505,May 2025,County,Henry,Multi-Family,0
202506,Jun 2025,County,Henry,Multi-Family,0
202507,Jul 2025,County,Henry,Multi-Family,0
202508,Aug 2025,County,Henry,Multi-Family,0
202509,Sep 2025,County,Henry,Multi-Family,0
202510,Oct 2025,County,Henry,Multi-Family,0
202511,Nov 2025,County,Henry,Multi-Family,0
202512,Dec 2025,County,Henry,Multi-Family,0
202407,Jul 2024,City/Other,Holly Springs,Multi-Family,0
202408,Aug 2024,City/Other,Holly Springs,Multi-Family,0
202409,Sep 2024,City/Other,Holly Springs,Multi-Family,0
202410,Oct 2024,City/Other,Holly Springs,Multi-Family,0
202411,Nov 2024,City/Other,Holly Springs,Multi-Family,0
202412,Dec 2024,City/Other,Holly Springs,Multi-Family,0
202501,Jan 2025,City/Other,Holly Springs,Multi-Family,0
202502,Feb 2025,City/Other,Holly Springs,Multi-Family,12
202503,Mar 2025,City/Other,Holly Springs,Multi-Family,0
202504,Apr 2025,City/Other,Holly Springs,Multi-Family,0
202505,May 2025,City/Other,Holly Springs,Multi-Family,12
202506,Jun 2025,City/Other,Holly Springs,Multi-Family,0
202507,Jul 2025,City/Other,Holly Springs,Multi-Family,0
202508,Aug 2025,City/Other,Holly Springs,Multi-Family,0
202509,Sep 2025,City/Other,Holly Springs,Multi-Family,0
202510,Oct 2025,City/Other,Holly Springs,Multi-Family,0
202511,Nov 2025,City/Other,Holly Springs,Multi-Family,2
202512,Dec 2025,City/Other,Holly Springs,Multi-Family,0
202407,Jul 2024,City/Other,Johns Creek,Multi-Family,0
202408,Aug 2024,City/Other,Johns Creek,Multi-Family,0
202409,Sep 2024,City/Other,Johns Creek,Multi-Family,0
202410,Oct 2024,City/Other,Johns Creek,Multi-Family,0
202411,Nov 2024,City/Other,Johns Creek,Multi-Family,0
202412,Dec 2024,City/Other,Johns Creek,Multi-Family,0
202501,Jan 2025,City/Other,Johns Creek,Multi-Family,0
202502,Feb 2025,City/Other,Johns Creek,Multi-Family,0
202503,Mar 2025,City/Other,Johns Creek,Multi-Family,170
202504,Apr 2025,City/Other,Johns Creek,Multi-Family,270
202505,May 2025,City/Other,Johns Creek,Multi-Family,0
202506,Jun 2025,City/Other,Johns Creek,Multi-Family,0
202507,Jul 2025,City/Other,Johns Creek,Multi-Family,0
202508,Aug 2025,City/Other,Johns Creek,Multi-Family,0
202509,Sep 2025,City/Other,Johns Creek,Multi-Family,0
202510,Oct 2025,City/Other,Johns Creek,Multi-Family,0
202511,Nov 2025,City/Other,Johns Creek,Multi-Family,0
202512,Dec 2025,City/Other,Johns Creek,Multi-Family,0
202407,Jul 2024,City/Other,Jonesboro,Multi-Family,0
202408,Aug 2024,City/Other,Jonesboro,Multi-Family,0
202409,Sep 2024,City/Other,Jonesboro,Multi-Family,0
202410,Oct 2024,City/Other,Jonesboro,Multi-Family,0
202411,Nov 2024,City/Other,Jonesboro,Multi-Family,0
202412,Dec 2024,City/Other,Jonesboro,Multi-Family,0
202501,Jan 2025,City/Other,Jonesboro,Multi-Family,0
202502,Feb 2025,City/Other,Jonesboro,Multi-Family,0
202503,Mar 2025,City/Other,Jonesboro,Multi-Family,0
202504,Apr 2025,City/Other,Jonesboro,Multi-Family,0
202505,May 2025,City/Other,Jonesboro,Multi-Family,0
202506,Jun 2025,City/Other,Jonesboro,Multi-Family,0
202507,Jul 2025,City/Other,Jonesboro,Multi-Family,0
202508,Aug 2025,City/Other,Jonesboro,Multi-Family,0
202509,Sep 2025,City/Other,Jonesboro,Multi-Family,0
202510,Oct 2025,City/Other,Jonesboro,Multi-Family,0
202511,Nov 2025,City/Other,Jonesboro,Multi-Family,0
202512,Dec 2025,City/Other,Jonesboro,Multi-Family,0
202407,Jul 2024,City/Other,Kennesaw,Multi-Family,0
202408,Aug 2024,City/Other,Kennesaw,Multi-Family,0
202409,Sep 2024,City/Other,Kennesaw,Multi-Family,0
202410,Oct 2024,City/Other,Kennesaw,Multi-Family,0
202411,Nov 2024,City/Other,Kennesaw,Multi-Family,0
202412,Dec 2024,City/Other,Kennesaw,Multi-Family,0
202501,Jan 2025,City/Other,Kennesaw,Multi-Family,0
202502,Feb 2025,City/Other,Kennesaw,Multi-Family,0
202503,Mar 2025,City/Other,Kennesaw,Multi-Family,0
202504,Apr 2025,City/Other,Kennesaw,Multi-Family,0
202505,May 2025,City/Other,Kennesaw,Multi-Family,0
202506,Jun 2025,City/Other,Kennesaw,Multi-Family,0
202507,Jul 2025,City/Other,Kennesaw,Multi-Family,0
202508,Aug 2025,City/Other,Kennesaw,Multi-Family,0
202509,Sep 2025,City/Other,Kennesaw,Multi-Family,0
202510,Oct 2025,City/Other,Kennesaw,Multi-Family,0
202511,Nov 2025,City/Other,Kennesaw,Multi-Family,0
202512,Dec 2025,City/Other,Kennesaw,Multi-Family,0
202407,Jul 2024,City/Other,Lake City,Multi-Family,0
202408,Aug 2024,City/Other,Lake City,Multi-Family,0
202409,Sep 2024,City/Other,Lake City,Multi-Family,0
202410,Oct 2024,City/Other,Lake City,Multi-Family,0
202411,Nov 2024,City/Other,Lake City,Multi-Family,0
202412,Dec 2024,City/Other,Lake City,Multi-Family,0
202501,Jan 2025,City/Other,Lake City,Multi-Family,0
202502,Feb 2025,City/Other,Lake City,Multi-Family,0
202503,Mar 2025,City/Other,Lake City,Multi-Family,0
202504,Apr 2025,City/Other,Lake City,Multi-Family,0
202505,May 2025,City/Other,Lake City,Multi-Family,0
202506,Jun 2025,City/Other,Lake City,Multi-Family,0
202507,Jul 2025,City/Other,Lake City,Multi-Family,0
202508,Aug 2025,City/Other,Lake City,Multi-Family,0
202509,Sep 2025,City/Other,Lake City,Multi-Family,0
202510,Oct 2025,City/Other,Lake City,Multi-Family,0
202511,Nov 2025,City/Other,Lake City,Multi-Family,0
202512,Dec 2025,City/Other,Lake City,Multi-Family,0
202407,Jul 2024,City/Other,Lawrenceville,Multi-Family,0
202408,Aug 2024,City/Other,Lawrenceville,Multi-Family,10
202409,Sep 2024,City/Other,Lawrenceville,Multi-Family,0
202410,Oct 2024,City/Other,Lawrenceville,Multi-Family,0
202411,Nov 2024,City/Other,Lawrenceville,Multi-Family,0
202412,Dec 2024,City/Other,Lawrenceville,Multi-Family,5
202501,Jan 2025,City/Other,Lawrenceville,Multi-Family,20
202502,Feb 2025,City/Other,Lawrenceville,Multi-Family,16
202503,Mar 2025,City/Other,Lawrenceville,Multi-Family,5
202504,Apr 2025,City/Other,Lawrenceville,Multi-Family,307
202505,May 2025,City/Other,Lawrenceville,Multi-Family,0
202506,Jun 2025,City/Other,Lawrenceville,Multi-Family,0
202507,Jul 2025,City/Other,Lawrenceville,Multi-Family,245
202508,Aug 2025,City/Other,Lawrenceville,Multi-Family,0
202509,Sep 2025,City/Other,Lawrenceville,Multi-Family,75
202510,Oct 2025,City/Other,Lawrenceville,Multi-Family,0
202511,Nov 2025,City/Other,Lawrenceville,Multi-Family,0
202512,Dec 2025,City/Other,Lawrenceville,Multi-Family,0
202407,Jul 2024,City/Other,Lilburn,Multi-Family,0
202408,Aug 2024,City/Other,Lilburn,Multi-Family,0
202409,Sep 2024,City/Other,Lilburn,Multi-Family,0
202410,Oct 2024,City/Other,Lilburn,Multi-Family,0
202411,Nov 2024,City/Other,Lilburn,Multi-Family,0
202412,Dec 2024,City/Other,Lilburn,Multi-Family,0
202501,Jan 2025,City/Other,Lilburn,Multi-Family,0
202502,Feb 2025,City/Other,Lilburn,Multi-Family,0
202503,Mar 2025,City/Other,Lilburn,Multi-Family,0
202504,Apr 2025,City/Other,Lilburn,Multi-Family,0
202505,May 2025,City/Other,Lilburn,Multi-Family,0
202506,Jun 2025,City/Other,Lilburn,Multi-Family,0
202507,Jul 2025,City/Other,Lilburn,Multi-Family,0
202508,Aug 2025,City/Other,Lilburn,Multi-Family,0
202509,Sep 2025,City/Other,Lilburn,Multi-Family,0
202510,Oct 2025,City/Other,Lilburn,Multi-Family,0
202511,Nov 2025,City/Other,Lilburn,Multi-Family,0
202512,Dec 2025,City/Other,Lilburn,Multi-Family,0
202407,Jul 2024,City/Other,Lithonia,Multi-Family,0
202408,Aug 2024,City/Other,Lithonia,Multi-Family,0
202409,Sep 2024,City/Other,Lithonia,Multi-Family,0
202410,Oct 2024,City/Other,Lithonia,Multi-Family,0
202411,Nov 2024,City/Other,Lithonia,Multi-Family,0
202412,Dec 2024,City/Other,Lithonia,Multi-Family,0
202501,Jan 2025,City/Other,Lithonia,Multi-Family,0
202502,Feb 2025,City/Other,Lithonia,Multi-Family,0
202503,Mar 2025,City/Other,Lithonia,Multi-Family,0
202504,Apr 2025,City/Other,Lithonia,Multi-Family,0
202505,May 2025,City/Other,Lithonia,Multi-Family,0
202506,Jun 2025,City/Other,Lithonia,Multi-Family,0
202507,Jul 2025,City/Other,Lithonia,Multi-Family,0
202508,Aug 2025,City/Other,Lithonia,Multi-Family,0
202509,Sep 2025,City/Other,Lithonia,Multi-Family,0
202510,Oct 2025,City/Other,Lithonia,Multi-Family,0
202511,Nov 2025,City/Other,Lithonia,Multi-Family,0
202512,Dec 2025,City/Other,Lithonia,Multi-Family,0
202407,Jul 2024,City/Other,Locust Grove,Multi-Family,0
202408,Aug 2024,City/Other,Locust Grove,Multi-Family,0
202409,Sep 2024,City/Other,Locust Grove,Multi-Family,0
202410,Oct 2024,City/Other,Locust Grove,Multi-Family,0
202411,Nov 2024,City/Other,Locust Grove,Multi-Family,0
202412,Dec 2024,City/Other,Locust Grove,Multi-Family,0
202501,Jan 2025,City/Other,Locust Grove,Multi-Family,0
202502,Feb 2025,City/Other,Locust Grove,Multi-Family,0
202503,Mar 2025,City/Other,Locust Grove,Multi-Family,0
202504,Apr 2025,City/Other,Locust Grove,Multi-Family,0
202505,May 2025,City/Other,Locust Grove,Multi-Family,0
202506,Jun 2025,City/Other,Locust Grove,Multi-Family,0
202507,Jul 2025,City/Other,Locust Grove,Multi-Family,0
202508,Aug 2025,City/Other,Locust Grove,Multi-Family,0
202509,Sep 2025,City/Other,Locust Grove,Multi-Family,0
202510,Oct 2025,City/Other,Locust Grove,Multi-Family,0
202511,Nov 2025,City/Other,Locust Grove,Multi-Family,0
202512,Dec 2025,City/Other,Locust Grove,Multi-Family,0
202407,Jul 2024,City/Other,Lovejoy,Multi-Family,0
202408,Aug 2024,City/Other,Lovejoy,Multi-Family,0
202409,Sep 2024,City/Other,Lovejoy,Multi-Family,0
202410,Oct 2024,City/Other,Lovejoy,Multi-Family,12
202411,Nov 2024,City/Other,Lovejoy,Multi-Family,0
202412,Dec 2024,City/Other,Lovejoy,Multi-Family,0
202501,Jan 2025,City/Other,Lovejoy,Multi-Family,0
202502,Feb 2025,City/Other,Lovejoy,Multi-Family,30
202503,Mar 2025,City/Other,Lovejoy,Multi-Family,15
202504,Apr 2025,City/Other,Lovejoy,Multi-Family,6
202505,May 2025,City/Other,Lovejoy,Multi-Family,0
202506,Jun 2025,City/Other,Lovejoy,Multi-Family,48
202507,Jul 2025,City/Other,Lovejoy,Multi-Family,32
202508,Aug 2025,City/Other,Lovejoy,Multi-Family,14
202509,Sep 2025,City/Other,Lovejoy,Multi-Family,0
202510,Oct 2025,City/Other,Lovejoy,Multi-Family,16
202511,Nov 2025,City/Other,Lovejoy,Multi-Family,23
202512,Dec 2025,City/Other,Lovejoy,Multi-Family,0
202407,Jul 2024,City/Other,Marietta,Multi-Family,0
202408,Aug 2024,City/Other,Marietta,Multi-Family,0
202409,Sep 2024,City/Other,Marietta,Multi-Family,0
202410,Oct 2024,City/Other,Marietta,Multi-Family,0
202411,Nov 2024,City/Other,Marietta,Multi-Family,0
202412,Dec 2024,City/Other,Marietta,Multi-Family,0
202501,Jan 2025,City/Other,Marietta,Multi-Family,0
202502,Feb 2025,City/Other,Marietta,Multi-Family,0
202503,Mar 2025,City/Other,Marietta,Multi-Family,0
202504,Apr 2025,City/Other,Marietta,Multi-Family,0
202505,May 2025,City/Other,Marietta,Multi-Family,0
202506,Jun 2025,City/Other,Marietta,Multi-Family,0
202507,Jul 2025,City/Other,Marietta,Multi-Family,0
202508,Aug 2025,City/Other,Marietta,Multi-Family,0
202509,Sep 2025,City/Other,Marietta,Multi-Family,0
202510,Oct 2025,City/Other,Marietta,Multi-Family,0
202511,Nov 2025,City/Other,Marietta,Multi-Family,0
202512,Dec 2025,City/Other,Marietta,Multi-Family,0
202407,Jul 2024,City/Other,McDonough,Multi-Family,0
202408,Aug 2024,City/Other,McDonough,Multi-Family,0
202409,Sep 2024,City/Other,McDonough,Multi-Family,22
202410,Oct 2024,City/Other,McDonough,Multi-Family,23
202411,Nov 2024,City/Other,McDonough,Multi-Family,22
202412,Dec 2024,City/Other,McDonough,Multi-Family,25
202501,Jan 2025,City/Other,McDonough,Multi-Family,30
202502,Feb 2025,City/Other,McDonough,Multi-Family,0
202503,Mar 2025,City/Other,McDonough,Multi-Family,0
202504,Apr 2025,City/Other,McDonough,Multi-Family,0
202505,May 2025,City/Other,McDonough,Multi-Family,0
202506,Jun 2025,City/Other,McDonough,Multi-Family,0
202507,Jul 2025,City/Other,McDonough,Multi-Family,0
202508,Aug 2025,City/Other,McDonough,Multi-Family,0
202509,Sep 2025,City/Other,McDonough,Multi-Family,0
202510,Oct 2025,City/Other,McDonough,Multi-Family,0
202511,Nov 2025,City/Other,McDonough,Multi-Family,0
202512,Dec 2025,City/Other,McDonough,Multi-Family,0
202407,Jul 2024,City/Other,Milton,Multi-Family,0
202408,Aug 2024,City/Other,Milton,Multi-Family,0
202409,Sep 2024,City/Other,Milton,Multi-Family,0
202410,Oct 2024,City/Other,Milton,Multi-Family,0
202411,Nov 2024,City/Other,Milton,Multi-Family,0
202412,Dec 2024,City/Other,Milton,Multi-Family,0
202501,Jan 2025,City/Other,Milton,Multi-Family,0
202502,Feb 2025,City/Other,Milton,Multi-Family,0
202503,Mar 2025,City/Other,Milton,Multi-Family,0
202504,Apr 2025,City/Other,Milton,Multi-Family,0
202505,May 2025,City/Other,Milton,Multi-Family,0
202506,Jun 2025,City/Other,Milton,Multi-Family,0
202507,Jul 2025,City/Other,Milton,Multi-Family,0
202508,Aug 2025,City/Other,Milton,Multi-Family,0
202509,Sep 2025,City/Other,Milton,Multi-Family,0
202510,Oct 2025,City/Other,Milton,Multi-Family,0
202511,Nov 2025,City/Other,Milton,Multi-Family,0
202512,Dec 2025,City/Other,Milton,Multi-Family,0
202407,Jul 2024,City/Other,Morrow,Multi-Family,0
202408,Aug 2024,City/Other,Morrow,Multi-Family,0
202409,Sep 2024,City/Other,Morrow,Multi-Family,0
202410,Oct 2024,City/Other,Morrow,Multi-Family,0
202411,Nov 2024,City/Other,Morrow,Multi-Family,0
202412,Dec 2024,City/Other,Morrow,Multi-Family,0
202501,Jan 2025,City/Other,Morrow,Multi-Family,0
202502,Feb 2025,City/Other,Morrow,Multi-Family,0
202503,Mar 2025,City/Other,Morrow,Multi-Family,0
202504,Apr 2025,City/Other,Morrow,Multi-Family,0
202505,May 2025,City/Other,Morrow,Multi-Family,0
202506,Jun 2025,City/Other,Morrow,Multi-Family,0
202507,Jul 2025,City/Other,Morrow,Multi-Family,0
202508,Aug 2025,City/Other,Morrow,Multi-Family,0
202509,Sep 2025,City/Other,Morrow,Multi-Family,0
202510,Oct 2025,City/Other,Morrow,Multi-Family,0
202511,Nov 2025,City/Other,Morrow,Multi-Family,0
202512,Dec 2025,City/Other,Morrow,Multi-Family,0
202407,Jul 2024,City/Other,Mountain Park,Multi-Family,0
202408,Aug 2024,City/Other,Mountain Park,Multi-Family,0
202409,Sep 2024,City/Other,Mountain Park,Multi-Family,0
202410,Oct 2024,City/Other,Mountain Park,Multi-Family,0
202411,Nov 2024,City/Other,Mountain Park,Multi-Family,0
202412,Dec 2024,City/Other,Mountain Park,Multi-Family,0
202501,Jan 2025,City/Other,Mountain Park,Multi-Family,0
202502,Feb 2025,City/Other,Mountain Park,Multi-Family,0
202503,Mar 2025,City/Other,Mountain Park,Multi-Family,0
202504,Apr 2025,City/Other,Mountain Park,Multi-Family,0
202505,May 2025,City/Other,Mountain Park,Multi-Family,0
202506,Jun 2025,City/Other,Mountain Park,Multi-Family,0
202507,Jul 2025,City/Other,Mountain Park,Multi-Family,0
202508,Aug 2025,City/Other,Mountain Park,Multi-Family,0
202509,Sep 2025,City/Other,Mountain Park,Multi-Family,0
202510,Oct 2025,City/Other,Mountain Park,Multi-Family,0
202511,Nov 2025,City/Other,Mountain Park,Multi-Family,0
202512,Dec 2025,City/Other,Mountain Park,Multi-Family,0
202407,Jul 2024,City/Other,Nelson,Multi-Family,0
202408,Aug 2024,City/Other,Nelson,Multi-Family,0
202409,Sep 2024,City/Other,Nelson,Multi-Family,0
202410,Oct 2024,City/Other,Nelson,Multi-Family,0
202411,Nov 2024,City/Other,Nelson,Multi-Family,0
202412,Dec 2024,City/Other,Nelson,Multi-Family,0
202501,Jan 2025,City/Other,Nelson,Multi-Family,0
202502,Feb 2025,City/Other,Nelson,Multi-Family,0
202503,Mar 2025,City/Other,Nelson,Multi-Family,0
202504,Apr 2025,City/Other,Nelson,Multi-Family,0
202505,May 2025,City/Other,Nelson,Multi-Family,0
202506,Jun 2025,City/Other,Nelson,Multi-Family,0
202507,Jul 2025,City/Other,Nelson,Multi-Family,0
202508,Aug 2025,City/Other,Nelson,Multi-Family,0
202509,Sep 2025,City/Other,Nelson,Multi-Family,0
202510,Oct 2025,City/Other,Nelson,Multi-Family,0
202511,Nov 2025,City/Other,Nelson,Multi-Family,0
202512,Dec 2025,City/Other,Nelson,Multi-Family,0
202407,Jul 2024,City/Other,Norcross,Multi-Family,0
202408,Aug 2024,City/Other,Norcross,Multi-Family,0
202409,Sep 2024,City/Other,Norcross,Multi-Family,0
202410,Oct 2024,City/Other,Norcross,Multi-Family,0
202411,Nov 2024,City/Other,Norcross,Multi-Family,0
202412,Dec 2024,City/Other,Norcross,Multi-Family,0
202501,Jan 2025,City/Other,Norcross,Multi-Family,0
202502,Feb 2025,City/Other,Norcross,Multi-Family,17
202503,Mar 2025,City/Other,Norcross,Multi-Family,0
202504,Apr 2025,City/Other,Norcross,Multi-Family,0
202505,May 2025,City/Other,Norcross,Multi-Family,0
202506,Jun 2025,City/Other,Norcross,Multi-Family,0
202507,Jul 2025,City/Other,Norcross,Multi-Family,0
202508,Aug 2025,City/Other,Norcross,Multi-Family,0
202509,Sep 2025,City/Other,Norcross,Multi-Family,0
202510,Oct 2025,City/Other,Norcross,Multi-Family,0
202511,Nov 2025,City/Other,Norcross,Multi-Family,0
202512,Dec 2025,City/Other,Norcross,Multi-Family,0
202407,Jul 2024,City/Other,Palmetto,Multi-Family,0
202408,Aug 2024,City/Other,Palmetto,Multi-Family,0
202409,Sep 2024,City/Other,Palmetto,Multi-Family,0
202410,Oct 2024,City/Other,Palmetto,Multi-Family,0
202411,Nov 2024,City/Other,Palmetto,Multi-Family,0
202412,Dec 2024,City/Other,Palmetto,Multi-Family,0
202501,Jan 2025,City/Other,Palmetto,Multi-Family,0
202502,Feb 2025,City/Other,Palmetto,Multi-Family,0
202503,Mar 2025,City/Other,Palmetto,Multi-Family,0
202504,Apr 2025,City/Other,Palmetto,Multi-Family,0
202505,May 2025,City/Other,Palmetto,Multi-Family,0
202506,Jun 2025,City/Other,Palmetto,Multi-Family,0
202507,Jul 2025,City/Other,Palmetto,Multi-Family,0
202508,Aug 2025,City/Other,Palmetto,Multi-Family,0
202509,Sep 2025,City/Other,Palmetto,Multi-Family,0
202510,Oct 2025,City/Other,Palmetto,Multi-Family,0
202511,Nov 2025,City/Other,Palmetto,Multi-Family,0
202512,Dec 2025,City/Other,Palmetto,Multi-Family,0
202407,Jul 2024,City/Other,Peachtree City,Multi-Family,0
202408,Aug 2024,City/Other,Peachtree City,Multi-Family,0
202409,Sep 2024,City/Other,Peachtree City,Multi-Family,0
202410,Oct 2024,City/Other,Peachtree City,Multi-Family,0
202411,Nov 2024,City/Other,Peachtree City,Multi-Family,0
202412,Dec 2024,City/Other,Peachtree City,Multi-Family,0
202501,Jan 2025,City/Other,Peachtree City,Multi-Family,0
202502,Feb 2025,City/Other,Peachtree City,Multi-Family,0
202503,Mar 2025,City/Other,Peachtree City,Multi-Family,0
202504,Apr 2025,City/Other,Peachtree City,Multi-Family,0
202505,May 2025,City/Other,Peachtree City,Multi-Family,0
202506,Jun 2025,City/Other,Peachtree City,Multi-Family,0
202507,Jul 2025,City/Other,Peachtree City,Multi-Family,0
